사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-03,경의선,194,월롱,22,0,377,30,756,"3,305","2,057","9,604","1,968","13,240","1,756","5,467","1,538","2,877","1,900","1,607","3,572","3,118","2,981","2,078","2,124","1,451","4,794","1,805","7,206","2,086","9,893","2,427","13,251","2,632","4,489","2,391","3,503","2,076","2,601","2,332","1,175","1,922",77,"1,391",5,251,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경의선,195,파주,57,0,736,3,"1,153",620,"2,472","2,278","2,411","6,909","1,532","3,342","1,457","1,984","1,666","1,124","2,795","1,855","2,067","2,296","1,896",916,"3,751","1,113","4,437","1,083","6,234","1,215","4,517","1,252","1,256","1,439",683,"1,116",974,"1,030",322,785,47,572,1,116,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경의선,196,문산,895,1,"2,658",5,"7,582","2,576","16,117","6,720","13,502","14,362","8,953","4,959","7,298","6,033","7,340","5,980","8,158","7,567","8,212","7,103","8,123","6,975","8,104","8,605","9,031","8,543","11,608","9,914","11,497","11,934","4,620","11,117","3,578","9,660","3,011","5,881","1,921","7,031",65,"4,457",0,"1,238",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,2,65,50,253,0,0,0,0,0,0,1,1,108,103,176,14,354,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경의선,198,서울역,1,0,874,7,869,"6,389","2,846","31,105","2,117","27,483","1,703","16,573","1,333","6,135","1,642","4,828","2,460","3,301","3,076","6,097","3,358","2,796","5,000","2,779","6,790","2,605","15,974","4,219","27,849","4,817","10,637","2,812","6,410","2,536","5,838",945,512,262,"1,296",949,3,83,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경의선,199,공덕,6,0,503,112,"1,859","1,760","4,224","6,498","4,890","19,303","3,119","8,518","2,728","2,969","3,140","3,225","3,714","2,765","3,808","2,728","3,884","2,983","4,222","3,004","5,594","3,656","8,794","4,726","17,081","6,562","7,518","4,340","5,747","2,510","6,672","2,632","5,937","2,623",782,"1,088",5,116,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경의선,200,홍대입구,0,0,280,94,516,575,"1,438","2,168","1,730","5,721","1,112","3,712",964,"2,741","1,070","2,424","1,434","3,184","1,624","3,299","2,007","3,415","2,247","3,159","2,999","3,884","4,527","3,913","5,806","4,875","3,889","3,433","3,597","1,482","4,910","1,527","5,283","1,509",926,719,8,82,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경의선,201,디지털미디어시티,3,0,824,432,"2,090","2,157","9,134","2,120","9,401","4,340","4,465","3,271","3,133","1,709","3,205","1,669","3,182","1,985","3,019","2,434","2,782","2,379","3,123","2,600","4,272","3,564","5,181","5,167","5,188","8,870","2,767","7,794","1,831","3,905","1,745","3,643","1,356","4,253",502,"1,854",16,144,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경의선,203,계양,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,205,신내,4,0,658,565,"1,737","3,759","5,009","4,690","4,675","5,371","2,326","1,529","1,846","1,418","1,741","1,290","1,939","1,344","2,110","1,839","1,881","1,587","2,931","2,320","3,988","2,275","4,140","3,357","3,956","4,119","1,614","3,344",915,"1,578",826,"1,443",739,"1,235",274,724,1,112,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,206,갈매,7,0,"1,367",318,"4,047","1,577","18,776","2,595","10,346","5,772","5,993","2,454","3,682","2,280","2,757","1,985","3,558","2,198","3,067","2,901","3,148","2,415","3,142","3,684","3,860","3,778","5,131","5,429","4,471","10,522","2,254","9,378","1,826","4,636","2,331","3,877","1,488","3,446",575,"1,761",14,466,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,207,별내,67,0,890,867,"2,513","2,588","11,009","4,570","7,823","6,210","4,732","3,846","3,458","2,550","3,042","2,779","3,456","2,841","3,240","3,156","3,461","2,706","4,003","3,901","5,556","4,250","5,927","5,544","5,863","8,259","2,924","7,508","1,979","3,738","1,940","2,437","1,909","2,993",930,"1,308",19,232,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,208,퇴계원,15,0,"2,458",538,"5,490","1,688","19,658","3,984","13,072","4,868","8,257","2,317","5,363","2,750","4,555","2,647","5,079","3,061","4,394","3,405","3,650","3,441","4,138","3,820","3,656","6,066","4,818","8,935","5,906","11,585","2,641","11,812","1,694","7,102","1,525","4,213","1,164","6,057",419,"2,450",32,485,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,209,사릉,40,0,"2,291",679,"6,052","2,526","18,034","5,781","12,611","6,979","6,758","2,566","4,580","2,718","3,925","2,567","4,083","2,740","4,069","2,377","3,257","3,410","3,642","3,197","4,030","4,772","5,859","7,398","7,571","9,820","2,783","13,226","1,471","6,060","1,468","4,326",866,"4,798",289,"2,807",19,372,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,210,금곡,14,6,"1,321",295,"2,410","1,072","5,018","1,769","4,414","4,914","2,884","2,044","2,635","1,505","2,522","1,340","2,101","1,925","2,390","1,469","1,923","2,307","2,257","2,091","2,299","2,513","3,090","3,327","3,804","3,967","1,339","4,021",819,"1,580",668,"1,752",354,"1,444",202,"1,122",24,160,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,211,평내호평,654,9,"5,145",923,"11,492","1,717","30,492","5,091","19,024","10,601","11,054","5,790","9,232","5,481","8,568","4,929","8,482","6,627","7,985","6,548","6,862","8,483","7,532","8,098","8,312","9,280","8,574","17,079","8,584","19,064","5,361","22,957","4,037","11,240","3,934","8,825","3,786","8,759","1,465","6,094",26,"1,325",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,212,천마산,8,2,986,262,"4,127",428,"7,144","1,691","5,380","1,838","4,369","1,529","3,264","1,575","2,532","1,737","2,799","1,853","2,370","1,988","2,262","2,195","2,034","2,756","2,127","2,779","1,853","3,710","2,285","5,423",855,"4,653",565,"3,138",568,"2,582",466,"1,969",98,"1,231",3,173,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,213,마석,8,1,"1,482",303,"7,581","2,557","16,244","5,937","10,676","7,173","7,724","4,920","6,129","3,624","5,483","4,618","6,156","4,019","5,221","5,907","5,363","4,949","5,165","6,240","6,406","6,233","6,706","8,781","7,360","9,384","3,274","13,626","2,554","6,246","2,121","4,871","1,584","4,763",638,"2,251",24,645,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,214,대성리,1,1,195,43,360,214,714,823,999,943,718,691,636,"1,282",955,"1,115",938,858,929,857,"1,075","1,027","1,409",789,"1,410",728,"1,755",741,"1,322",704,613,649,326,439,176,305,146,220,71,270,2,4,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,215,청평,0,0,826,109,"1,950",767,"3,483","1,166","4,050","3,236","2,948","2,294","2,677","2,635","3,344","1,843","2,707","2,781","2,548","2,221","2,590","2,538","3,140","2,912","3,322","3,342","3,673","4,408","2,384","3,226","1,163","3,105",916,"2,119",701,"1,322",335,"1,162",69,879,2,232,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,216,상천,0,0,79,44,265,145,513,121,716,690,449,699,429,"1,064",514,"1,043",506,709,629,391,989,443,"1,029",473,"1,095",407,909,521,439,374,174,409,103,249,67,187,42,150,10,82,2,22,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,217,가평,0,0,508,147,"1,320",989,"2,559","1,862","3,227","4,384","2,473","2,243","2,495","1,845","2,831","2,693","2,378","2,334","2,246","2,747","2,442","2,535","2,784","2,717","3,244","2,361","4,177","3,255","3,486","2,581","1,367","2,465","1,085","1,480",936,"1,251",459,"1,012",164,803,21,221,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,218,굴봉산,0,0,32,3,66,16,127,96,223,281,240,383,195,744,229,421,223,275,318,190,442,173,523,211,444,206,362,162,215,225,81,147,55,89,10,50,5,46,6,48,3,9,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,219,백양리,0,0,6,40,13,42,36,120,129,292,48,120,86,301,116,279,164,128,226,161,276,152,303,98,257,98,232,74,180,69,63,33,53,46,48,63,12,39,7,31,0,6,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,220,강촌,3,0,105,29,167,84,297,281,455,"1,440",451,"1,499",414,"1,777",814,"1,610",793,905,851,805,"1,195",848,"1,814",583,"1,986",623,"1,570",478,"1,026",533,516,411,301,287,208,222,58,187,23,181,3,28,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,221,김유정,1,0,56,3,217,48,341,371,340,515,256,670,257,"1,111",316,"1,330",467,"1,098",683,782,"1,016",770,"1,387",598,"1,191",407,"1,035",424,672,439,331,327,177,190,65,157,29,85,19,70,1,37,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,222,남춘천,497,2,"1,159",14,"3,162",646,"3,345","2,053","3,785","3,798","3,537","3,655","3,503","3,147","3,579","5,639","4,385","6,750","4,864","4,364","6,022","3,647","5,901","5,272","5,953","3,743","5,376","4,341","4,064","4,241","3,137","7,128","2,593","2,559","2,106","2,708","1,198","3,103",404,"1,525",6,"1,149",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경춘선,223,춘천,242,0,453,7,"1,412",326,"1,132","1,132","1,450","3,349","1,697","3,763","1,754","2,522","1,854","3,863","2,330","3,360","2,945","3,495","3,704","2,379","4,977","2,856","5,209","1,773","4,264","1,932","3,646","1,563","2,184","2,486","1,424","1,192",918,"1,088",460,823,95,804,2,390,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,340,고색,347,3,"1,720",349,"5,036","1,831","11,202","10,977","9,098","17,187","4,527","2,723","3,189","1,819","3,221","2,339","3,408","2,554","3,108","2,703","3,124","2,964","3,527","2,939","4,595","4,367","9,517","6,129","15,432","8,054","4,789","7,998","4,201","5,524","2,948","4,398","1,685","4,512",483,"2,247",3,"1,175",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,341,오목천,3,0,408,7,"3,175","1,382","7,299","3,148","8,117","6,988","4,673","3,004","3,430","2,734","3,721","2,241","4,458","3,217","4,379","3,842","3,255","2,723","3,892","2,985","5,752","4,576","7,168","4,379","6,487","8,812","2,809","5,396","1,735","3,055","1,579","2,883","1,219","4,265",436,"1,997",1,178,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,342,어천,1,0,106,5,580,588,"1,272","1,738","1,401","1,636","1,080",823,956,856,941,837,889,665,"1,055",902,865,952,"1,053",862,"1,193","1,242","1,708","1,270","2,842","2,027","1,082","1,526",743,760,385,721,221,965,100,414,0,33,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,343,야목,1,0,152,1,237,242,651,411,654,460,356,225,317,300,296,295,368,287,389,243,371,209,459,224,493,316,686,460,701,595,264,384,168,185,127,296,105,277,50,156,2,23,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,344,사리,0,0,"2,433",77,"7,189","1,043","18,861","2,362","15,746","3,523","7,944","1,870","5,932","2,086","5,532","2,133","5,652","2,878","5,577","3,736","4,678","3,670","4,452","4,709","4,789","6,739","5,826","8,117","5,248","16,607","2,863","11,306","1,794","7,271","1,535","7,311","1,659","7,495",647,"4,346",9,403,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,345,달월,0,0,2,17,35,109,124,116,116,337,68,112,56,200,70,118,105,153,130,192,178,107,168,70,228,96,261,77,817,114,145,42,46,54,31,56,35,58,18,31,1,2,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,346,월곶,8,0,"1,244",386,"3,682","1,423","9,816","2,219","8,853","3,222","4,366","2,481","3,197","2,082","3,390","2,702","3,444","3,077","3,833","2,968","3,684","2,950","3,512","3,689","3,958","4,452","4,181","6,352","4,404","8,698","2,536","5,539","2,079","3,825","1,889","3,931","1,452","3,397",752,"1,841",3,235,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,347,소래포구,5,2,"2,319",403,"5,895","2,039","16,732","3,281","11,875","6,593","6,354","5,501","4,995","6,580","6,190","12,686","7,628","17,062","10,245","12,361","14,047","10,952","16,116","9,500","14,694","10,040","11,678","10,279","8,875","13,782","5,292","9,186","4,084","6,078","4,367","6,013","3,470","5,466","1,314","3,243",17,438,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,348,인천논현,2,0,"1,944",491,"5,923","4,405","15,882","9,014","13,330","13,811","7,255","8,179","6,484","6,169","7,183","6,477","7,661","7,194","7,376","8,537","7,444","8,248","8,025","8,966","9,261","11,029","11,957","14,377","13,180","18,751","7,670","11,740","6,644","7,691","7,529","6,320","5,364","5,873","2,024","3,265",6,538,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,349,호구포,3,0,"1,349",849,"2,883","5,101","7,193","18,384","7,560","21,610","4,402","4,064","3,669","2,584","3,918","2,914","4,623","3,136","4,232","3,553","4,160","3,403","4,494","3,684","5,464","4,456","13,000","6,016","15,731","7,191","5,357","6,621","6,436","4,224","4,331","3,232","2,191","3,127",789,"1,926",0,278,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,350,남동인더스파크,0,0,460,708,884,"3,605","1,348","16,436","1,777","21,370","1,431","3,600","1,499","1,838","1,980","1,579","1,748","1,826","2,100","1,715","2,355","1,838","3,148","1,270","3,708","1,697","12,350","1,734","13,054","1,760","4,487","2,149","4,550","1,450","2,287",677,640,591,254,319,0,29,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,351,원인재,26,12,"2,899",699,"6,879","2,003","14,730","4,705","15,154","7,513","7,981","3,997","6,331","4,036","6,066","4,704","6,584","5,468","6,549","5,724","5,691","5,909","5,924","6,999","6,333","8,969","7,458","11,575","7,331","16,675","4,308","11,423","3,699","7,378","3,930","7,696","3,410","7,716","1,115","3,990",23,518,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,352,연수,0,0,"2,347",756,"6,230","2,243","14,850","4,514","12,878","10,329","6,123","5,730","5,429","4,344","5,796","4,434","7,009","6,011","6,442","5,729","6,179","5,959","6,765","6,711","7,834","8,291","7,965","12,320","8,827","15,475","5,120","9,858","4,185","6,673","5,189","5,968","4,593","4,592","1,556","2,697",23,508,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,353,송도,1,0,"1,636",267,"3,933","1,058","9,567","2,413","9,417","3,763","4,121","2,207","3,550","2,557","3,789","2,707","4,487","3,221","4,718","2,887","3,914","3,283","4,407","3,888","4,315","5,138","4,323","6,689","4,012","8,253","2,145","5,809","1,531","3,511","1,178","3,774","1,055","3,296",389,"1,613",3,379,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,354,인하대,47,0,"3,080",373,"9,143","2,428","22,303","4,333","16,293","10,816","8,047","7,292","6,494","5,597","7,197","5,064","8,426","7,568","7,966","6,870","7,593","7,598","9,319","8,329","11,639","9,865","10,959","15,537","11,664","21,474","6,005","11,884","4,836","8,469","4,970","8,234","4,946","6,726","1,796","3,716",30,729,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,355,숭의,21,0,"2,903",707,"5,722","2,873","12,761","7,961","10,394","11,463","5,911","4,467","5,285","3,757","5,384","3,183","5,754","4,373","5,279","4,979","5,014","4,478","5,875","4,549","7,118","6,457","9,104","7,732","8,984","10,648","3,894","6,441","2,268","4,582","2,144","5,076","1,694","3,706",810,"1,991",13,367,1,2,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,356,신포,2,0,"1,026",220,"1,289",796,"3,194","3,687","2,983","9,076","1,698","3,039","1,482","2,396","1,859","2,476","2,205","2,610","2,619","2,763","2,858","2,582","3,816","2,996","4,992","3,503","5,060","3,339","6,297","4,423","2,692","2,017","2,229","1,445","1,905","1,265","1,457","1,308",216,589,6,148,1,1,0,0,0,0,2021-04-03 10:21:59
2021-03,수인선,357,인천,64,2,584,194,813,"1,031","2,239","2,595","1,731","4,340","1,185","1,600","1,256","1,838","1,479","3,470","1,726","3,672","1,887","3,440","1,862","3,672","2,285","4,311","3,423","3,433","3,425","3,052","2,382","3,738","1,263","2,911","1,000","1,959",953,"1,510",473,"1,861",120,804,7,210,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,238,판교,19,1,635,8,"1,766","5,788","4,608","10,891","3,246","24,741","2,123","17,710","1,840","6,948","2,473","5,991","2,844","4,476","3,334","4,006","3,904","3,870","6,179","3,564","6,813","3,970","11,896","5,778","20,882","5,119","15,226","3,549","12,238","1,563","8,771","1,473","5,178",991,983,543,2,188,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,239,이매,4,0,554,30,"1,585",764,"4,385","1,934","3,331","3,022","1,610","1,602","1,250",943,"1,153","1,129","1,231",954,"1,305","1,031","1,126","1,103","1,362","1,226","1,492","1,389","2,486","2,443","2,337","2,833","1,284","2,454","1,023","1,090","1,059","1,067","1,073",854,340,390,5,92,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,240,삼동,0,0,937,132,"3,531",823,"11,095","2,321","13,289","2,089","6,231","1,070","3,698",983,"2,594","1,265","2,363","1,495","2,379","1,594","2,050","1,968","1,920","2,339","2,177","3,534","3,042","5,307","2,801","8,447","1,119","8,778",847,"4,951",725,"4,378",356,"3,779",119,"1,319",4,40,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,241,경기광주,0,0,"2,075",260,"12,325","2,034","34,187","4,435","33,288","9,242","16,635","4,084","10,454","3,440","8,989","4,120","8,789","4,779","7,806","5,961","6,860","6,258","6,868","7,893","8,023","10,519","9,925","15,856","8,057","29,806","4,256","27,047","2,693","14,864","2,520","12,719","1,317","8,843",476,"5,707",0,19,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,242,초월,0,0,"1,157",145,"5,042",901,"12,625","3,857","13,646","5,532","6,968","1,978","4,260","1,624","3,835","1,657","3,593","1,886","3,466","2,352","2,887","2,430","2,976","3,179","4,078","4,326","5,259","5,276","5,140","11,227","2,041","8,864","1,402","7,637","1,082","4,601",587,"5,458",236,"3,504",3,3,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,243,곤지암,0,0,674,102,"1,878","1,512","6,788","4,970","5,945","5,403","3,877","2,580","2,525","1,907","2,671","1,774","2,585","2,314","2,611","2,457","2,570","2,220","2,838","2,698","3,492","3,258","6,074","4,492","5,970","5,269","2,241","5,615","1,557","3,117",828,"3,486",339,"2,270",187,"1,538",6,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,244,신둔도예촌,0,0,514,138,"1,878",422,"4,767","1,809","3,761","4,073","2,210","1,869","1,724","1,022","1,611","1,190","1,997","1,368","1,799","1,303","1,569","1,147","1,687","1,407","2,830","1,819","4,339","2,668","3,101","3,031","1,117","3,737",822,"2,081",729,"2,171",355,"1,573",117,"1,097",0,1,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,245,이천,12,1,622,33,"2,509","1,080","6,430","5,486","5,455","6,838","4,241","3,926","3,935","2,742","3,649","3,545","3,484","3,213","3,611","3,549","3,495","3,563","3,874","3,729","5,169","3,991","5,456","5,035","6,573","7,237","3,657","5,544","2,518","4,645","2,275","2,718","1,047","3,615",324,"1,566",0,231,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,246,부발,3,0,710,17,"1,887","1,138","4,522","4,593","4,052","5,807","2,757","2,105","2,434","1,668","2,470","1,646","2,538","1,736","2,292","1,905","2,318","1,729","2,842","1,968","3,433","2,327","5,879","3,432","5,629","3,884","2,246","4,521","1,893","3,318","1,282","2,825",806,"2,647",267,"2,128",3,695,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,247,세종대왕릉,0,0,204,14,441,77,819,549,721,656,539,424,465,461,426,648,442,515,509,344,606,564,611,489,706,540,765,582,692,542,269,811,112,262,89,410,38,167,8,198,0,54,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,경강선,248,여주,29,0,"1,012",6,"2,662",393,"4,640","2,532","4,485","3,287","3,048","2,695","3,001","2,261","2,992","2,739","2,887","3,419","3,058","2,893","3,585","2,936","4,044","2,867","4,362","3,908","4,470","3,796","3,144","4,268","2,499","5,507","1,643","3,645","1,136","1,993",579,"2,062",141,"2,083",1,743,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,385,방화,3,0,"4,398",5,"10,436","3,403","27,701","5,630","24,149","13,978","13,039","6,905","9,666","5,528","9,245","5,659","10,357","7,536","10,604","7,454","8,829","7,995","9,042","8,702","11,915","10,279","10,211","12,473","10,382","19,567","4,890","20,563","3,354","11,915","2,819","10,660","2,048","11,151",546,"5,321",2,516,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,386,개화산,1,0,"3,946",341,"7,293","3,441","21,207","5,424","18,921","11,259","9,621","5,442","6,815","4,888","6,500","5,135","7,321","5,377","7,453","5,896","6,699","6,280","6,919","7,118","7,532","8,427","9,211","9,302","10,893","15,106","4,925","14,899","2,956","9,073","2,791","8,045","2,092","8,371",449,"3,825",4,424,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,387,김포공항,3,0,304,"1,950","1,665","8,579","4,815","13,589","7,007","17,730","6,863","12,676","8,031","11,429","9,470","12,516","9,200","14,692","11,685","15,670","15,081","14,518","15,238","14,758","15,981","15,170","19,048","14,828","24,029","14,270","16,345","9,415","14,288","4,370","14,271","2,151","12,047","1,491","1,421",601,11,64,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,388,송정,28,0,"3,414","1,205","7,865","4,224","20,931","7,412","22,295","13,202","13,481","7,977","10,390","6,445","9,437","6,773","9,682","8,075","9,368","8,167","8,811","8,529","9,693","9,863","10,694","11,073","13,035","13,310","13,550","19,641","7,042","16,444","4,902","10,216","5,160","8,966","4,147","9,740",946,"4,522",3,335,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,389,마곡,2,1,"1,960","1,458","7,027","5,451","23,596","12,583","21,125","45,493","11,512","28,428","9,599","12,673","9,544","9,580","9,723","10,107","11,055","11,373","11,724","10,496","13,264","10,502","19,166","12,037","25,655","13,757","38,232","20,443","15,847","17,874","10,168","8,996","8,868","8,438","6,755","9,184","1,542","4,029",8,297,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,390,발산,4,0,"2,855","2,324","8,601","13,095","25,611","32,569","26,642","111,027","15,762","53,803","16,236","25,861","19,223","23,116","22,097","24,751","23,642","26,298","26,542","24,372","31,256","22,638","38,961","24,058","56,232","30,014","83,088","43,371","38,240","33,267","27,669","15,399","31,204","12,757","28,244","13,140","3,574","5,067",5,482,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,391,우장산,3,0,"5,962",874,"20,042","4,151","55,204","16,420","55,044","24,423","26,373","12,754","19,181","11,569","19,024","12,331","20,465","14,199","19,971","16,556","18,339","17,551","22,470","20,199","24,748","24,573","23,181","30,060","19,226","50,891","11,076","43,817","8,240","24,166","7,346","21,076","5,989","24,325","1,034","10,356",4,390,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,392,화곡,97,1,"20,437","1,683","39,007","9,734","114,059","14,538","145,149","28,359","66,370","22,645","41,341","17,264","36,264","18,582","37,855","21,364","36,266","25,323","31,435","27,710","29,521","35,780","33,206","46,119","36,227","63,104","35,590","114,639","21,771","95,726","14,715","54,979","13,658","48,025","10,447","49,725","2,419","23,307",8,974,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,393,까치산,102,0,"23,595","1,448","41,507","7,975","125,861","11,629","154,316","20,252","73,354","17,113","42,666","17,522","37,626","19,953","38,973","23,993","38,081","27,517","32,410","30,889","29,714","41,322","31,681","51,942","30,943","67,795","30,662","120,973","18,813","103,304","14,231","62,851","12,827","55,368","10,963","55,936","3,132","26,173",7,778,1,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,394,신정(은행정),57,0,"11,752",548,"22,424","3,835","67,080","7,865","82,112","13,013","35,168","7,995","18,664","6,806","16,035","7,164","15,979","8,495","15,358","9,986","12,485","11,429","11,381","15,413","13,450","19,556","15,007","27,821","15,167","47,153","7,853","38,877","5,455","22,864","4,927","21,445","4,187","23,089","1,130","10,915",0,73,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,395,목동,3,0,"7,345","1,161","20,058","6,636","60,568","14,185","71,139","28,180","32,689","20,702","21,448","15,523","20,553","13,779","21,154","16,043","20,963","19,244","20,745","20,230","20,629","23,493","22,318","30,154","25,923","43,454","29,359","79,568","16,094","59,395","12,742","31,458","13,535","27,437","15,332","30,508","2,567","11,951",0,100,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,396,오목교(목동운동장앞),0,0,"4,244","1,369","13,659","8,229","49,744","28,690","57,151","76,276","26,806","54,282","20,415","29,509","21,512","27,888","26,027","28,624","27,224","32,149","27,752","30,967","30,769","31,947","36,842","38,377","48,092","51,357","72,529","78,087","37,608","52,399","38,314","25,750","30,992","22,968","31,012","23,673","4,524","9,234",0,12,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,397,양평,0,0,"1,814",615,"6,053","3,146","23,330","9,181","27,144","40,972","10,912","15,352","6,925","5,986","6,866","4,941","7,051","5,505","7,575","6,067","7,045","6,159","7,925","7,015","8,602","8,351","14,076","11,260","33,469","21,592","10,259","16,425","6,012","9,092","4,977","9,200","4,089","9,838",815,"3,616",0,21,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,398,영등포구청,0,0,839,510,"2,125","2,369","7,873","5,391","10,321","22,829","4,687","9,571","3,887","4,654","4,028","3,804","4,268","3,699","4,897","4,373","4,509","4,405","5,343","4,473","6,117","4,870","9,171","5,842","18,788","10,332","6,940","6,259","4,049","3,831","3,814","3,354","3,212","3,989",700,"1,349",2,5,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,5호선,399,영등포시장,1,0,"2,495",864,"5,461","5,211","20,323","13,880","28,988","38,319","12,285","22,013","8,990","13,130","9,911","12,334","11,408","12,905","12,583","15,118","12,882","14,001","14,982","12,874","17,935","13,253","23,201","15,939","35,138","27,454","15,409","17,845","10,294","10,539","9,169","9,920","8,133","11,734","1,431","3,917",1,5,0,0,0,0,0,0,2021-04-03 10:21:59
