사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2021-03,2호선,60,용두(동대문구청),25,0,"1,100",151,"1,463",752,"4,868","2,165","7,874","6,649","4,005","3,341","3,074","3,135","3,299","3,221","3,661","3,069","3,794","3,694","4,006","3,981","4,192","4,368","4,461","4,245","4,791","4,299","6,136","7,420","2,479","5,561","1,560","2,756","1,288","2,909",824,"2,553",188,"1,197",0,14,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,61,지축,1,0,"1,606",605,"6,404","3,122","19,083","2,939","18,392","3,415","8,194","2,495","5,451","1,937","4,890","2,610","4,760","3,228","4,788","3,328","4,239","3,779","4,649","4,529","6,449","6,307","5,789","7,988","4,432","15,875","2,210","12,811","1,285","8,469",839,"6,908",762,"8,396",332,"2,749",0,1,1,1,1,1,0,0,2021-04-03 10:21:59
2021-03,3호선,62,구파발,121,2,"8,934","1,465","29,284","9,106","84,926","22,353","78,403","27,994","39,723","25,093","26,231","23,416","25,540","20,250","26,841","22,555","25,070","23,777","25,234","24,239","29,728","25,222","34,255","29,965","35,147","39,236","29,726","65,767","18,181","60,057","13,253","33,021","12,597","29,975","10,552","28,020","1,775","17,123",8,"1,926",0,7,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,63,연신내,232,11,"24,925","1,627","50,685","10,905","133,812","23,133","157,171","32,080","84,183","32,840","54,050","31,525","50,185","34,315","54,621","35,978","51,955","40,791","47,959","42,597","47,985","53,755","55,560","65,235","51,647","84,125","48,172","135,574","32,299","123,712","25,036","65,293","26,405","60,353","23,357","61,465","3,755","32,066",3,"1,409",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,64,불광,10,3,"8,637","1,105","18,524","5,747","51,423","10,129","60,954","31,313","34,187","29,131","22,601","24,627","21,890","22,049","23,182","23,282","24,406","25,072","24,466","25,020","24,884","27,921","26,292","31,270","27,824","37,610","30,007","57,759","17,045","48,742","12,589","27,716","11,504","22,740","8,460","24,659","1,658","11,103",1,184,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,65,녹번,15,1,"9,065",712,"22,918","4,737","63,260","7,754","73,984","18,339","39,498","9,417","23,522","8,682","18,870","9,063","19,414","10,575","18,186","11,420","15,678","12,941","14,462","15,700","15,968","22,637","17,264","31,080","19,180","55,817","9,004","50,098","6,383","29,289","5,569","25,893","4,252","27,378",893,"11,193",0,64,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,66,홍제,41,3,"8,357","1,380","22,134","9,302","61,019","11,443","69,304","24,931","39,677","19,331","27,656","16,909","25,110","16,057","27,014","17,651","25,840","19,738","24,263","21,270","23,791","25,434","26,999","31,320","28,800","38,152","26,660","60,144","14,554","50,709","10,297","28,868","8,674","26,785","6,632","26,076","1,197","11,874",0,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,67,무악재,23,0,"1,659",286,"4,951","2,478","14,579","2,909","16,704","5,940","9,379","3,348","6,212","3,359","5,609","3,394","5,435","3,660","5,330","4,023","4,632","4,383","4,305","5,335","5,330","6,631","6,098","8,971","6,548","14,895","2,975","13,044","2,144","7,890","1,915","6,662","1,388","7,719",328,"3,412",0,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,68,독립문,112,1,"5,006",682,"5,681","5,362","15,610","15,024","18,526","20,795","13,309","12,766","11,075","12,317","10,588","10,259","11,522","9,877","11,230","10,954","11,868","10,324","13,002","10,289","15,741","10,901","14,441","13,939","16,479","16,615","7,587","14,213","5,109","8,311","4,039","7,693","3,298","8,184",608,"3,317",2,"1,876",0,0,1,0,0,0,2021-04-03 10:21:59
2021-03,3호선,69,경복궁(정부서울청사),61,0,"2,288","1,553","4,995","12,794","13,014","43,169","19,545","106,660","17,707","48,526","13,147","28,225","15,127","26,407","17,066","25,573","20,923","26,802","24,982","24,411","31,948","21,126","41,199","21,575","58,815","23,442","93,325","28,486","38,686","18,271","28,764","9,928","32,507","9,004","23,553","10,404","2,478","3,914",4,115,0,2,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,70,안국,11,1,"1,577","1,379","2,822","18,951","5,899","92,731","7,985","99,788","7,730","55,726","8,448","33,887","12,121","34,798","16,815","32,380","19,748","35,057","25,325","32,781","35,871","25,913","50,595","21,977","93,444","19,595","104,214","18,377","44,138","9,217","31,985","4,863","30,592","4,087","18,837","4,464","2,171","1,984",1,27,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,71,종로3가,18,0,422,978,"1,036","5,553","1,534","14,251","1,915","45,463","3,125","45,389","4,834","29,583","7,314","22,820","8,811","21,483","10,380","20,691","12,235","19,865","15,823","17,125","18,270","15,251","28,323","14,692","50,199","14,255","33,639","7,049","17,685","2,550","20,921","1,945","15,013","1,818","2,411",979,2,113,0,1,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,72,을지로3가,9,0,481,820,888,"7,626","1,827","32,531","2,737","76,160","3,688","34,454","4,456","15,432","6,358","12,266","7,574","11,819","9,519","12,053","11,828","10,591","13,770","10,596","16,707","10,233","34,711","11,641","64,520","13,348","27,812","6,575","17,180","2,505","19,022","1,728","16,667","1,773","1,850",796,0,62,1,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,73,충무로,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,3,0,5,0,4,0,3,0,1,0,1,0,6,0,5,0,2,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,74,동대입구,34,1,"1,582",980,"2,144","9,788","5,229","14,435","6,946","49,155","5,724","24,490","4,699","14,160","5,915","12,713","7,038","12,156","8,266","12,927","10,569","10,692","12,359","8,121","17,569","8,648","34,860","10,395","33,123","12,535","15,812","7,433","10,863","3,615","13,153","4,408","11,847","4,537","1,532","1,784",1,204,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,75,약수,92,1,"5,920",872,"10,031","5,132","25,239","15,841","37,662","33,203","24,363","20,073","17,118","13,587","16,074","13,391","17,938","14,035","17,973","14,423","18,327","16,126","18,276","17,312","20,947","21,211","24,110","27,302","32,469","40,618","17,539","26,804","13,921","16,967","15,124","15,583","11,992","17,761","1,981","5,970",3,"1,048",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,76,금호,50,28,"4,556",533,"9,707","2,882","27,254","4,845","35,351","9,005","21,455","6,797","13,257","6,191","11,588","6,660","11,902","7,871","11,971","9,132","9,886","9,699","10,147","12,655","10,893","14,189","11,531","20,566","11,690","30,905","7,358","23,040","5,608","14,879","4,942","12,814","4,078","14,987",780,"4,456",0,1,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,77,옥수,264,23,"2,632",901,"9,218","4,372","23,092","8,955","30,229","14,752","19,291","10,381","13,316","8,756","12,419","9,639","13,088","10,884","14,016","12,186","13,600","11,953","14,125","14,669","15,842","17,252","17,126","23,370","18,063","33,552","11,121","25,592","8,221","15,739","7,637","14,204","6,024","17,253","1,350","5,206",19,333,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,78,압구정,51,3,"2,868","1,954","7,576","21,149","15,346","44,865","22,590","134,939","17,917","158,398","21,774","73,381","28,504","53,674","33,163","45,952","35,849","51,718","44,168","47,369","52,712","42,298","63,911","43,756","88,836","49,630","133,409","55,435","95,660","31,063","72,694","14,071","58,731","10,640","44,261","11,580","4,925","3,707",8,714,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,79,신사,28,4,"2,484","1,460","5,186","19,591","10,408","43,869","17,264","113,617","13,127","138,649","16,783","65,334","22,541","45,429","26,623","46,431","30,384","51,189","38,093","49,211","46,605","45,387","58,606","46,181","85,416","53,452","137,641","68,475","97,273","33,958","63,158","13,097","78,586","9,297","71,420","9,350","6,121","4,025",0,38,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,80,잠원,0,0,902,462,"4,391","5,187","12,059","6,888","15,094","10,055","9,331","6,588","5,940","4,525","6,317","5,015","6,903","5,538","6,984","6,355","6,425","5,937","7,043","6,650","9,400","7,488","10,652","10,073","10,416","14,384","6,407","10,605","4,187","6,188","4,257","6,100","3,567","8,196",523,"2,534",0,1,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,81,고속터미널,125,2,"4,641","2,869","6,494","25,834","23,347","40,849","38,641","66,452","39,731","85,708","41,066","76,112","51,599","81,260","62,992","76,318","68,841","78,472","76,121","80,914","86,411","83,325","98,537","80,803","116,225","86,990","123,388","101,453","98,571","64,612","108,637","35,958","68,047","28,198","42,419","22,094","8,496","8,017",3,217,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,82,교대(법원.검찰청),12,0,975,606,"3,155","6,295","7,570","19,125","11,623","49,238","9,117","33,270","10,336","14,954","13,120","10,351","14,526","9,937","17,888","10,833","19,937","9,874","21,757","9,361","24,684","9,776","39,035","12,224","64,873","16,221","27,519","8,871","21,625","4,204","25,019","3,298","27,753","3,844","2,359","1,597",0,16,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,83,남부터미널(예술의전당),16,1,"2,343","1,397","7,736","21,914","25,856","57,447","38,109","159,717","30,026","80,671","27,705","45,701","31,750","34,460","34,395","34,666","37,562","39,635","37,610","40,674","43,631","39,156","52,174","41,712","85,098","45,666","138,736","55,626","64,650","37,586","43,136","21,977","41,133","17,037","30,224","15,758","4,473","6,437",0,26,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,84,양재(서초구청),99,1,"5,065","2,455","13,076","38,740","34,187","104,754","44,447","242,562","30,786","125,264","27,908","53,116","31,580","40,646","35,022","38,657","39,372","43,954","41,600","39,558","51,049","39,105","63,899","40,458","116,517","55,042","203,488","71,593","93,282","49,977","60,114","29,591","58,372","26,359","44,214","25,631","4,755","9,409",3,722,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,85,매봉,3,0,"1,247",429,"6,432","8,315","16,223","21,191","18,955","67,235","13,293","40,459","10,671","13,931","10,954","11,675","10,896","11,017","12,634","11,681","14,092","10,384","16,085","11,379","18,976","12,063","33,499","16,389","62,861","22,810","25,228","15,891","14,802","9,001","17,103","7,581","11,474","8,963","1,487","3,317",1,293,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,86,도곡,14,1,908,364,"3,528","4,536","8,785","14,561","10,708","22,277","6,735","16,222","5,347","7,596","5,481","6,362","5,961","6,622","6,655","7,045","7,149","6,047","9,076","6,010","11,870","6,679","16,451","7,785","18,939","10,465","9,889","8,790","6,302","5,042","5,715","4,575","4,934","5,527",712,"1,700",4,702,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,87,대치,3,0,"2,169",773,"10,606","8,204","24,842","19,089","22,804","25,765","13,012","16,871","10,514","12,473","10,571","11,572","13,083","14,007","13,617","16,228","13,573","15,563","15,908","16,105","17,429","22,971","24,804","26,533","28,429","27,797","17,956","22,356","12,000","12,002","16,151","10,737","29,825","12,362","2,216","4,532",0,2,0,2,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,88,학여울,2,1,480,245,"1,783","1,754","3,651","3,333","4,014","7,296","2,505","4,700","2,044","3,487","2,278","2,761","2,816","2,874","3,104","3,109","3,210","3,044","3,859","3,020","4,677","2,935","5,756","3,151","6,883","4,195","3,035","3,292","1,776","2,021","1,439","1,735","1,207","2,366",183,871,0,1,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,89,대청,53,0,"3,312","1,080","10,141","6,443","26,766","15,359","29,707","26,452","15,773","10,654","12,066","7,591","11,604","7,389","11,264","8,618","12,293","9,123","11,590","9,460","14,356","12,103","21,618","13,812","21,618","17,298","26,544","25,013","11,042","21,999","7,032","13,690","6,073","12,345","4,867","15,282",972,"5,691",0,63,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,90,일원,7,2,"2,117","1,359","7,854","8,613","21,732","29,351","20,792","25,270","13,843","17,255","13,909","14,219","14,492","10,587","14,321","12,375","13,618","14,487","14,342","11,592","18,860","11,542","24,995","10,245","31,888","12,909","17,293","17,893","8,767","15,767","5,665","9,895","4,174","9,337","3,370","11,380",727,"3,597",0,51,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,91,수서,224,2,"4,403","1,873","11,521","14,318","33,178","32,828","40,151","51,719","26,310","29,665","24,602","20,850","20,210","16,611","24,660","19,976","24,212","19,909","18,570","20,300","28,636","23,858","33,863","26,323","39,492","31,816","50,372","45,354","23,442","35,621","21,026","23,135","14,611","18,693","13,122","22,196","3,033","6,705",3,519,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,92,가락시장,14,0,"2,555",645,"6,871","5,271","19,223","10,949","21,498","30,759","14,224","15,243","12,318","10,532","12,676","10,580","12,595","11,059","13,037","11,788","13,358","12,209","14,154","13,661","15,791","14,901","19,131","17,536","28,984","23,388","12,312","17,131","8,847","11,034","8,650","8,851","6,704","9,883",931,"3,895",4,889,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,93,경찰병원,11,1,"2,380",154,"6,830","2,735","22,355","8,594","25,184","30,469","13,919","14,530","11,066","9,175","9,346","6,668","8,578","7,033","9,282","9,033","9,080","8,041","9,686","8,321","9,771","9,311","14,919","13,057","20,840","20,467","7,080","17,191","5,407","10,224","5,789","8,364","3,710","9,112",502,"3,585",2,679,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,3호선,94,오금,8,0,"3,618",5,"7,058","2,243","25,313","5,439","29,136","13,394","14,146","5,080","8,395","4,466","6,956","3,929","7,268","4,889","7,237","5,330","5,901","5,104","5,935","7,208","7,489","8,670","9,768","12,631","11,254","20,230","5,145","16,065","3,316","9,736","2,915","8,775","2,548","10,815",355,"4,204",2,"1,061",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,100,수유(강북구청),69,3,"19,189","3,096","44,218","11,799","114,476","19,801","124,682","56,002","72,634","36,714","49,749","28,251","45,606","29,817","47,416","33,388","47,084","37,469","43,859","40,626","43,782","49,091","48,141","61,633","54,452","78,575","59,928","123,868","35,113","111,791","26,101","62,751","26,078","56,840","23,828","53,841","5,410","29,599",0,52,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,101,미아(서울사이버대학),48,5,"10,378","1,542","20,358","4,501","48,866","16,083","54,869","31,306","31,639","17,241","22,002","13,885","20,076","15,232","21,224","15,220","21,570","16,918","20,448","19,127","21,078","23,409","24,659","26,677","24,368","32,686","27,477","48,322","15,976","40,831","9,974","24,486","9,402","22,248","7,509","20,946","1,561","12,457",2,6,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,102,미아사거리,70,0,"13,580","1,937","36,620","7,596","96,741","19,676","104,574","32,484","57,707","30,415","39,052","26,636","36,063","26,889","37,509","30,134","37,973","31,993","36,585","34,945","38,377","44,067","43,771","52,276","41,814","66,087","42,923","103,451","30,652","85,125","28,686","46,929","19,065","42,648","15,680","39,147","3,279","19,150",4,1,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,103,길음,12,1,"9,010","2,013","28,315","8,213","82,994","12,629","86,012","27,701","43,860","19,692","28,255","15,707","24,756","17,313","25,823","18,532","25,875","21,651","23,394","21,909","23,852","26,112","26,958","34,047","32,332","46,796","29,677","74,984","17,541","63,214","12,810","35,876","10,383","33,405","11,101","36,728","2,451","14,904",1,0,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,104,성신여대입구(돈암),33,5,"5,113","1,668","16,667","5,718","45,479","16,762","55,037","32,637","33,004","25,034","24,015","20,854","23,899","22,044","27,558","24,210","28,715","26,212","27,712","27,429","30,501","29,996","34,563","35,101","40,646","45,944","44,528","67,109","28,985","51,858","26,079","29,285","30,618","26,996","27,275","29,026","4,512","13,616",1,2,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,105,한성대입구(삼선교),48,8,"6,178","1,005","12,195","6,393","31,400","19,488","37,656","30,409","24,111","21,193","17,893","15,618","16,989","14,988","19,968","16,623","20,249","18,343","19,184","17,332","20,888","18,558","29,420","21,322","30,355","27,884","31,854","36,552","16,828","30,388","12,958","18,850","12,585","17,239","10,868","20,133","2,114","9,328",1,"1,814",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,106,혜화,23,0,"2,488","2,559","6,572","21,368","16,752","49,341","20,520","120,189","21,799","76,513","27,854","51,158","31,682","46,467","32,760","53,715","35,497","67,917","44,517","61,205","62,073","46,817","71,862","44,539","91,691","52,912","114,279","61,032","61,896","43,935","57,005","16,518","83,704","15,833","63,366","17,178","8,195","7,670",1,198,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,107,동대문,237,10,"5,748","3,012","3,321","13,470","5,250","38,090","7,163","81,925","11,910","68,866","17,618","55,406","24,783","49,949","30,151","41,178","33,304","39,993","42,913","38,762","49,865","31,040","58,034","23,483","85,199","16,734","71,105","12,616","32,555","14,689","21,136","10,258","23,355","6,271","13,010","5,439","3,071","5,373",3,83,0,0,0,1,0,0,2021-04-03 10:21:59
2021-03,4호선,108,동대문역사문화공원(DDP),247,2,"7,664","1,249","4,377","11,253","6,641","25,479","7,805","68,594","7,220","36,014","7,833","22,789","11,016","21,441","13,924","20,285","15,676","20,919","20,990","19,855","25,622","16,843","30,484","14,694","48,284","15,808","70,178","16,843","37,347","24,740","27,435","11,374","27,410","7,201","21,536","6,306","5,057","4,029",3,358,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,109,충무로,40,3,"2,505","2,902","3,800","18,469","8,302","52,984","11,888","178,983","12,147","95,753","12,921","45,792","16,815","35,406","20,758","32,532","25,334","32,999","31,475","28,009","36,112","24,823","46,523","24,866","79,463","28,228","145,298","32,085","69,759","18,241","45,599","9,183","50,532","8,724","41,031","9,554","6,322","4,232",4,353,0,0,1,1,0,0,2021-04-03 10:21:59
2021-03,4호선,110,명동,40,0,603,996,"1,850","12,103","3,412","42,316","5,167","103,932","6,123","57,373","7,255","32,071","11,396","29,489","15,969","29,072","19,157","28,253","23,547","26,207","31,267","23,542","40,512","20,043","54,576","20,630","99,723","19,135","44,995","10,535","35,574","4,765","30,966","3,641","16,147","2,940","1,749","1,156",2,150,1,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,111,회현(남대문시장),44,0,"1,648",718,"2,853","17,955","4,860","50,260","7,291","130,698","8,135","94,757","12,526","69,908","21,578","60,052","30,385","49,103","37,768","41,796","46,368","38,517","54,346","31,252","70,540","22,163","90,657","16,656","115,224","14,067","45,899","7,673","41,195","4,054","20,299","4,799","13,414","4,088","2,228","1,543",0,281,2,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,112,서울역,136,4,"3,835",446,"4,838","9,236","11,614","30,435","14,253","78,957","10,043","36,956","8,403","17,333","9,575","15,644","10,792","16,722","11,336","17,952","11,799","17,543","12,451","19,232","14,572","20,624","33,682","24,147","57,699","26,029","20,114","19,388","12,764","12,693","12,735","11,713","10,252","12,698","1,898","4,013",3,"1,137",0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,113,숙대입구(갈월),24,1,"2,423",697,"7,421","6,528","16,457","22,865","24,777","52,709","16,063","28,443","12,790","15,094","14,075","14,963","15,804","15,275","16,722","15,821","16,547","16,239","19,187","16,400","26,497","18,672","33,914","23,589","47,935","31,509","23,540","22,082","17,529","13,149","19,737","12,156","17,670","13,493","2,432","4,839",0,1,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,114,삼각지,0,0,574,247,"1,982","3,417","6,145","10,599","9,260","24,746","5,444","9,749","3,741","6,302","3,863","6,035","4,675","6,583","5,451","6,400","5,562","6,007","6,123","6,183","7,278","7,032","12,489","9,446","22,467","14,127","8,869","9,142","6,547","4,986","8,088","4,331","7,050","5,856",850,"1,925",1,151,0,0,0,0,0,0,2021-04-03 10:21:59
2021-03,4호선,115,신용산,1,0,"1,258",825,"3,776","9,443","11,025","31,806","15,897","93,505","11,737","58,596","9,949","24,746","12,757","18,430","14,153","18,078","15,981","19,365","16,779","18,195","19,935","18,448","26,600","18,734","46,268","22,314","84,683","28,427","40,332","18,305","27,133","9,964","25,901","8,132","18,226","8,328","3,140","2,381",1,0,0,0,0,0,0,0,2021-04-03 10:21:59
